modelo,prompt,metrica,valor,arquivo
llama-3,Tree_of_Thought,flesch,22.38849,metrics_output_llama-3_Tree_of_Thought_2.json
llama-3,Tree_of_Thought,sentences_per_paragraph,6.0,metrics_output_llama-3_Tree_of_Thought_2.json
llama-3,Tree_of_Thought,syllables_per_content_word,3.13235,metrics_output_llama-3_Tree_of_Thought_2.json
llama-3,Tree_of_Thought,words_per_sentence,18.16667,metrics_output_llama-3_Tree_of_Thought_2.json
llama-3,Tree_of_Thought,noun_ratio,0.2844,metrics_output_llama-3_Tree_of_Thought_2.json
llama-3,Tree_of_Thought,cw_freq_brwac,4.68931,metrics_output_llama-3_Tree_of_Thought_2.json
llama-3,Tree_of_Thought,brunet,9.74355,metrics_output_llama-3_Tree_of_Thought_2.json
llama-3,Tree_of_Thought,honore,1086.62747,metrics_output_llama-3_Tree_of_Thought_2.json
llama-3,Tree_of_Thought,ttr,0.755,metrics_output_llama-3_Tree_of_Thought_2.json
llama-3,Tree_of_Thought,gunning_fox,25.61529,metrics_output_llama-3_Tree_of_Thought_2.json
llama-3,Tree_of_Thought,flesch,1.58432,metrics_output_llama-3_Tree_of_Thought_3.json
llama-3,Tree_of_Thought,sentences_per_paragraph,7.0,metrics_output_llama-3_Tree_of_Thought_3.json
llama-3,Tree_of_Thought,syllables_per_content_word,3.49351,metrics_output_llama-3_Tree_of_Thought_3.json
llama-3,Tree_of_Thought,words_per_sentence,16.85714,metrics_output_llama-3_Tree_of_Thought_3.json
llama-3,Tree_of_Thought,noun_ratio,0.39831,metrics_output_llama-3_Tree_of_Thought_3.json
llama-3,Tree_of_Thought,cw_freq_brwac,4.12178,metrics_output_llama-3_Tree_of_Thought_3.json
llama-3,Tree_of_Thought,brunet,9.98502,metrics_output_llama-3_Tree_of_Thought_3.json
llama-3,Tree_of_Thought,honore,1322.81697,metrics_output_llama-3_Tree_of_Thought_3.json
llama-3,Tree_of_Thought,ttr,0.71579,metrics_output_llama-3_Tree_of_Thought_3.json
llama-3,Tree_of_Thought,gunning_fox,28.43777,metrics_output_llama-3_Tree_of_Thought_3.json
llama-3,Tree_of_Thought,flesch,32.37889,metrics_output_llama-3_Tree_of_Thought_4.json
llama-3,Tree_of_Thought,sentences_per_paragraph,7.0,metrics_output_llama-3_Tree_of_Thought_4.json
llama-3,Tree_of_Thought,syllables_per_content_word,2.89091,metrics_output_llama-3_Tree_of_Thought_4.json
llama-3,Tree_of_Thought,words_per_sentence,11.57143,metrics_output_llama-3_Tree_of_Thought_4.json
llama-3,Tree_of_Thought,noun_ratio,0.23457,metrics_output_llama-3_Tree_of_Thought_4.json
llama-3,Tree_of_Thought,cw_freq_brwac,5.07556,metrics_output_llama-3_Tree_of_Thought_4.json
llama-3,Tree_of_Thought,brunet,9.1386,metrics_output_llama-3_Tree_of_Thought_4.json
llama-3,Tree_of_Thought,honore,1017.85868,metrics_output_llama-3_Tree_of_Thought_4.json
llama-3,Tree_of_Thought,ttr,0.79012,metrics_output_llama-3_Tree_of_Thought_4.json
llama-3,Tree_of_Thought,gunning_fox,20.92487,metrics_output_llama-3_Tree_of_Thought_4.json
llama-3,Tree_of_Thought,flesch,54.5825,metrics_output_llama-3_Tree_of_Thought_5.json
llama-3,Tree_of_Thought,sentences_per_paragraph,6.0,metrics_output_llama-3_Tree_of_Thought_5.json
llama-3,Tree_of_Thought,syllables_per_content_word,2.64286,metrics_output_llama-3_Tree_of_Thought_5.json
llama-3,Tree_of_Thought,words_per_sentence,16.0,metrics_output_llama-3_Tree_of_Thought_5.json
llama-3,Tree_of_Thought,noun_ratio,0.21875,metrics_output_llama-3_Tree_of_Thought_5.json
llama-3,Tree_of_Thought,cw_freq_brwac,5.06407,metrics_output_llama-3_Tree_of_Thought_5.json
llama-3,Tree_of_Thought,brunet,9.83955,metrics_output_llama-3_Tree_of_Thought_5.json
llama-3,Tree_of_Thought,honore,934.4993,metrics_output_llama-3_Tree_of_Thought_5.json
llama-3,Tree_of_Thought,ttr,0.6875,metrics_output_llama-3_Tree_of_Thought_5.json
llama-3,Tree_of_Thought,gunning_fox,18.9,metrics_output_llama-3_Tree_of_Thought_5.json
llama-3,Tree_of_Thought,flesch,26.32586,metrics_output_llama-3_Tree_of_Thought_6.json
llama-3,Tree_of_Thought,sentences_per_paragraph,2.0,metrics_output_llama-3_Tree_of_Thought_6.json
llama-3,Tree_of_Thought,syllables_per_content_word,3.20192,metrics_output_llama-3_Tree_of_Thought_6.json
llama-3,Tree_of_Thought,words_per_sentence,16.8,metrics_output_llama-3_Tree_of_Thought_6.json
llama-3,Tree_of_Thought,noun_ratio,0.32143,metrics_output_llama-3_Tree_of_Thought_6.json
llama-3,Tree_of_Thought,cw_freq_brwac,4.56299,metrics_output_llama-3_Tree_of_Thought_6.json
llama-3,Tree_of_Thought,brunet,10.47311,metrics_output_llama-3_Tree_of_Thought_6.json
llama-3,Tree_of_Thought,honore,1142.99977,metrics_output_llama-3_Tree_of_Thought_6.json
llama-3,Tree_of_Thought,ttr,0.71971,metrics_output_llama-3_Tree_of_Thought_6.json
llama-3,Tree_of_Thought,gunning_fox,22.91048,metrics_output_llama-3_Tree_of_Thought_6.json
llama-3,Tree_of_Thought,flesch,27.36043,metrics_output_llama-3_Tree_of_Thought_7.json
llama-3,Tree_of_Thought,sentences_per_paragraph,4.0,metrics_output_llama-3_Tree_of_Thought_7.json
llama-3,Tree_of_Thought,syllables_per_content_word,3.0,metrics_output_llama-3_Tree_of_Thought_7.json
llama-3,Tree_of_Thought,words_per_sentence,20.5,metrics_output_llama-3_Tree_of_Thought_7.json
llama-3,Tree_of_Thought,noun_ratio,0.2439,metrics_output_llama-3_Tree_of_Thought_7.json
llama-3,Tree_of_Thought,cw_freq_brwac,4.7716,metrics_output_llama-3_Tree_of_Thought_7.json
llama-3,Tree_of_Thought,brunet,10.57936,metrics_output_llama-3_Tree_of_Thought_7.json
llama-3,Tree_of_Thought,honore,911.49343,metrics_output_llama-3_Tree_of_Thought_7.json
llama-3,Tree_of_Thought,ttr,0.74277,metrics_output_llama-3_Tree_of_Thought_7.json
llama-3,Tree_of_Thought,gunning_fox,23.80976,metrics_output_llama-3_Tree_of_Thought_7.json
llama-3,Tree_of_Thought,flesch,34.625,metrics_output_llama-3_Tree_of_Thought_8.json
llama-3,Tree_of_Thought,sentences_per_paragraph,1.75,metrics_output_llama-3_Tree_of_Thought_8.json
llama-3,Tree_of_Thought,syllables_per_content_word,2.94737,metrics_output_llama-3_Tree_of_Thought_8.json
llama-3,Tree_of_Thought,words_per_sentence,12.85714,metrics_output_llama-3_Tree_of_Thought_8.json
llama-3,Tree_of_Thought,noun_ratio,0.21111,metrics_output_llama-3_Tree_of_Thought_8.json
llama-3,Tree_of_Thought,cw_freq_brwac,4.90791,metrics_output_llama-3_Tree_of_Thought_8.json
llama-3,Tree_of_Thought,brunet,9.4216,metrics_output_llama-3_Tree_of_Thought_8.json
llama-3,Tree_of_Thought,honore,781.697,metrics_output_llama-3_Tree_of_Thought_8.json
llama-3,Tree_of_Thought,ttr,0.75556,metrics_output_llama-3_Tree_of_Thought_8.json
llama-3,Tree_of_Thought,gunning_fox,22.47619,metrics_output_llama-3_Tree_of_Thought_8.json
llama-3,Tree_of_Thought,flesch,-1.6325,metrics_output_llama-3_Tree_of_Thought_9.json
llama-3,Tree_of_Thought,sentences_per_paragraph,6.0,metrics_output_llama-3_Tree_of_Thought_9.json
llama-3,Tree_of_Thought,syllables_per_content_word,3.54945,metrics_output_llama-3_Tree_of_Thought_9.json
llama-3,Tree_of_Thought,words_per_sentence,24.5,metrics_output_llama-3_Tree_of_Thought_9.json
llama-3,Tree_of_Thought,noun_ratio,0.36054,metrics_output_llama-3_Tree_of_Thought_9.json
llama-3,Tree_of_Thought,cw_freq_brwac,4.4253,metrics_output_llama-3_Tree_of_Thought_9.json
llama-3,Tree_of_Thought,brunet,10.94648,metrics_output_llama-3_Tree_of_Thought_9.json
llama-3,Tree_of_Thought,honore,847.22405,metrics_output_llama-3_Tree_of_Thought_9.json
llama-3,Tree_of_Thought,ttr,0.62667,metrics_output_llama-3_Tree_of_Thought_9.json
llama-3,Tree_of_Thought,gunning_fox,29.11973,metrics_output_llama-3_Tree_of_Thought_9.json
llama-3,Zero_Shot,flesch,46.43131,metrics_output_llama-3_Zero-shot_0.json
llama-3,Zero_Shot,sentences_per_paragraph,1.0,metrics_output_llama-3_Zero-shot_0.json
llama-3,Zero_Shot,syllables_per_content_word,2.86726,metrics_output_llama-3_Zero-shot_0.json
llama-3,Zero_Shot,words_per_sentence,9.10526,metrics_output_llama-3_Zero-shot_0.json
llama-3,Zero_Shot,noun_ratio,0.31503,metrics_output_llama-3_Zero-shot_0.json
llama-3,Zero_Shot,cw_freq_brwac,4.77982,metrics_output_llama-3_Zero-shot_0.json
llama-3,Zero_Shot,brunet,12.72822,metrics_output_llama-3_Zero-shot_0.json
llama-3,Zero_Shot,honore,678.5462,metrics_output_llama-3_Zero-shot_0.json
llama-3,Zero_Shot,ttr,0.63583,metrics_output_llama-3_Zero-shot_0.json
llama-3,Zero_Shot,gunning_fox,18.32419,metrics_output_llama-3_Zero-shot_0.json
llama-3,Zero_Shot,flesch,36.73373,metrics_output_llama-3_Zero-shot_1.json
llama-3,Zero_Shot,sentences_per_paragraph,1.0,metrics_output_llama-3_Zero-shot_1.json
llama-3,Zero_Shot,syllables_per_content_word,2.96629,metrics_output_llama-3_Zero-shot_1.json
llama-3,Zero_Shot,words_per_sentence,8.6875,metrics_output_llama-3_Zero-shot_1.json
llama-3,Zero_Shot,noun_ratio,0.28777,metrics_output_llama-3_Zero-shot_1.json
llama-3,Zero_Shot,cw_freq_brwac,4.83747,metrics_output_llama-3_Zero-shot_1.json
llama-3,Zero_Shot,brunet,10.42518,metrics_output_llama-3_Zero-shot_1.json
llama-3,Zero_Shot,honore,696.47981,metrics_output_llama-3_Zero-shot_1.json
llama-3,Zero_Shot,ttr,0.72825,metrics_output_llama-3_Zero-shot_1.json
llama-3,Zero_Shot,gunning_fox,20.16565,metrics_output_llama-3_Zero-shot_1.json
llama-3,Zero_Shot,flesch,44.37647,metrics_output_llama-3_Zero-shot_2.json
llama-3,Zero_Shot,sentences_per_paragraph,2.1,metrics_output_llama-3_Zero-shot_2.json
llama-3,Zero_Shot,syllables_per_content_word,2.91617,metrics_output_llama-3_Zero-shot_2.json
llama-3,Zero_Shot,words_per_sentence,13.38095,metrics_output_llama-3_Zero-shot_2.json
llama-3,Zero_Shot,noun_ratio,0.29893,metrics_output_llama-3_Zero-shot_2.json
llama-3,Zero_Shot,cw_freq_brwac,4.74499,metrics_output_llama-3_Zero-shot_2.json
llama-3,Zero_Shot,brunet,11.81436,metrics_output_llama-3_Zero-shot_2.json
llama-3,Zero_Shot,honore,810.79387,metrics_output_llama-3_Zero-shot_2.json
llama-3,Zero_Shot,ttr,0.71044,metrics_output_llama-3_Zero-shot_2.json
llama-3,Zero_Shot,gunning_fox,20.15665,metrics_output_llama-3_Zero-shot_2.json
llama-3,Zero_Shot,flesch,21.13147,metrics_output_llama-3_Zero-shot_3.json
llama-3,Zero_Shot,sentences_per_paragraph,1.625,metrics_output_llama-3_Zero-shot_3.json
llama-3,Zero_Shot,syllables_per_content_word,3.10833,metrics_output_llama-3_Zero-shot_3.json
llama-3,Zero_Shot,words_per_sentence,6.30769,metrics_output_llama-3_Zero-shot_3.json
llama-3,Zero_Shot,noun_ratio,0.5,metrics_output_llama-3_Zero-shot_3.json
llama-3,Zero_Shot,cw_freq_brwac,3.59676,metrics_output_llama-3_Zero-shot_3.json
llama-3,Zero_Shot,brunet,10.35806,metrics_output_llama-3_Zero-shot_3.json
llama-3,Zero_Shot,honore,1001.10942,metrics_output_llama-3_Zero-shot_3.json
llama-3,Zero_Shot,ttr,0.74862,metrics_output_llama-3_Zero-shot_3.json
llama-3,Zero_Shot,gunning_fox,20.57186,metrics_output_llama-3_Zero-shot_3.json
llama-3,Zero_Shot,flesch,60.43537,metrics_output_llama-3_Zero-shot_4.json
llama-3,Zero_Shot,sentences_per_paragraph,1.0,metrics_output_llama-3_Zero-shot_4.json
llama-3,Zero_Shot,syllables_per_content_word,2.57317,metrics_output_llama-3_Zero-shot_4.json
llama-3,Zero_Shot,words_per_sentence,9.07143,metrics_output_llama-3_Zero-shot_4.json
llama-3,Zero_Shot,noun_ratio,0.32283,metrics_output_llama-3_Zero-shot_4.json
llama-3,Zero_Shot,cw_freq_brwac,4.88588,metrics_output_llama-3_Zero-shot_4.json
llama-3,Zero_Shot,brunet,10.70547,metrics_output_llama-3_Zero-shot_4.json
llama-3,Zero_Shot,honore,666.20451,metrics_output_llama-3_Zero-shot_4.json
llama-3,Zero_Shot,ttr,0.61964,metrics_output_llama-3_Zero-shot_4.json
llama-3,Zero_Shot,gunning_fox,17.17188,metrics_output_llama-3_Zero-shot_4.json
llama-3,Zero_Shot,flesch,72.30411,metrics_output_llama-3_Zero-shot_5.json
llama-3,Zero_Shot,sentences_per_paragraph,1.0,metrics_output_llama-3_Zero-shot_5.json
llama-3,Zero_Shot,syllables_per_content_word,2.42647,metrics_output_llama-3_Zero-shot_5.json
llama-3,Zero_Shot,words_per_sentence,5.55556,metrics_output_llama-3_Zero-shot_5.json
llama-3,Zero_Shot,noun_ratio,0.27,metrics_output_llama-3_Zero-shot_5.json
llama-3,Zero_Shot,cw_freq_brwac,5.27069,metrics_output_llama-3_Zero-shot_5.json
llama-3,Zero_Shot,brunet,10.77588,metrics_output_llama-3_Zero-shot_5.json
llama-3,Zero_Shot,honore,733.33333,metrics_output_llama-3_Zero-shot_5.json
llama-3,Zero_Shot,ttr,0.55,metrics_output_llama-3_Zero-shot_5.json
llama-3,Zero_Shot,gunning_fox,15.42222,metrics_output_llama-3_Zero-shot_5.json
llama-3,Zero_Shot,flesch,40.84156,metrics_output_llama-3_Zero-shot_6.json
llama-3,Zero_Shot,sentences_per_paragraph,1.0,metrics_output_llama-3_Zero-shot_6.json
llama-3,Zero_Shot,syllables_per_content_word,2.97818,metrics_output_llama-3_Zero-shot_6.json
llama-3,Zero_Shot,words_per_sentence,9.02,metrics_output_llama-3_Zero-shot_6.json
llama-3,Zero_Shot,noun_ratio,0.23503,metrics_output_llama-3_Zero-shot_6.json
llama-3,Zero_Shot,cw_freq_brwac,4.8508,metrics_output_llama-3_Zero-shot_6.json
llama-3,Zero_Shot,brunet,12.61882,metrics_output_llama-3_Zero-shot_6.json
llama-3,Zero_Shot,honore,742.45209,metrics_output_llama-3_Zero-shot_6.json
llama-3,Zero_Shot,ttr,0.67599,metrics_output_llama-3_Zero-shot_6.json
llama-3,Zero_Shot,gunning_fox,17.79869,metrics_output_llama-3_Zero-shot_6.json
llama-3,Zero_Shot,flesch,26.9604,metrics_output_llama-3_Zero-shot_7.json
llama-3,Zero_Shot,sentences_per_paragraph,1.19048,metrics_output_llama-3_Zero-shot_7.json
llama-3,Zero_Shot,syllables_per_content_word,3.13636,metrics_output_llama-3_Zero-shot_7.json
llama-3,Zero_Shot,words_per_sentence,15.0,metrics_output_llama-3_Zero-shot_7.json
llama-3,Zero_Shot,noun_ratio,0.28,metrics_output_llama-3_Zero-shot_7.json
llama-3,Zero_Shot,cw_freq_brwac,4.74428,metrics_output_llama-3_Zero-shot_7.json
llama-3,Zero_Shot,brunet,12.3223,metrics_output_llama-3_Zero-shot_7.json
llama-3,Zero_Shot,honore,794.0232,metrics_output_llama-3_Zero-shot_7.json
llama-3,Zero_Shot,ttr,0.68645,metrics_output_llama-3_Zero-shot_7.json
llama-3,Zero_Shot,gunning_fox,21.46667,metrics_output_llama-3_Zero-shot_7.json
llama-3,Zero_Shot,flesch,63.95413,metrics_output_llama-3_Zero-shot_8.json
llama-3,Zero_Shot,sentences_per_paragraph,1.0,metrics_output_llama-3_Zero-shot_8.json
llama-3,Zero_Shot,syllables_per_content_word,2.47887,metrics_output_llama-3_Zero-shot_8.json
llama-3,Zero_Shot,words_per_sentence,9.75,metrics_output_llama-3_Zero-shot_8.json
llama-3,Zero_Shot,noun_ratio,0.25641,metrics_output_llama-3_Zero-shot_8.json
llama-3,Zero_Shot,cw_freq_brwac,5.02714,metrics_output_llama-3_Zero-shot_8.json
llama-3,Zero_Shot,brunet,10.33686,metrics_output_llama-3_Zero-shot_8.json
llama-3,Zero_Shot,honore,646.30808,metrics_output_llama-3_Zero-shot_8.json
llama-3,Zero_Shot,ttr,0.66444,metrics_output_llama-3_Zero-shot_8.json
llama-3,Zero_Shot,gunning_fox,16.54957,metrics_output_llama-3_Zero-shot_8.json
llama-3,Zero_Shot,flesch,26.64087,metrics_output_llama-3_Zero-shot_9.json
llama-3,Zero_Shot,sentences_per_paragraph,1.0,metrics_output_llama-3_Zero-shot_9.json
llama-3,Zero_Shot,syllables_per_content_word,3.17284,metrics_output_llama-3_Zero-shot_9.json
llama-3,Zero_Shot,words_per_sentence,8.72414,metrics_output_llama-3_Zero-shot_9.json
llama-3,Zero_Shot,noun_ratio,0.41107,metrics_output_llama-3_Zero-shot_9.json
llama-3,Zero_Shot,cw_freq_brwac,4.12131,metrics_output_llama-3_Zero-shot_9.json
llama-3,Zero_Shot,brunet,11.96122,metrics_output_llama-3_Zero-shot_9.json
llama-3,Zero_Shot,honore,939.40166,metrics_output_llama-3_Zero-shot_9.json
llama-3,Zero_Shot,ttr,0.63156,metrics_output_llama-3_Zero-shot_9.json
llama-3,Zero_Shot,gunning_fox,21.19717,metrics_output_llama-3_Zero-shot_9.json
ministral,"Identity,_Intent_and_Behaviour",flesch,51.02537,"metrics_output_ministral_Identity,_Intent_and_Behaviour_0.json"
ministral,"Identity,_Intent_and_Behaviour",sentences_per_paragraph,1.23913,"metrics_output_ministral_Identity,_Intent_and_Behaviour_0.json"
ministral,"Identity,_Intent_and_Behaviour",syllables_per_content_word,2.73718,"metrics_output_ministral_Identity,_Intent_and_Behaviour_0.json"
ministral,"Identity,_Intent_and_Behaviour",words_per_sentence,7.94737,"metrics_output_ministral_Identity,_Intent_and_Behaviour_0.json"
ministral,"Identity,_Intent_and_Behaviour",noun_ratio,0.44812,"metrics_output_ministral_Identity,_Intent_and_Behaviour_0.json"
ministral,"Identity,_Intent_and_Behaviour",cw_freq_brwac,3.90362,"metrics_output_ministral_Identity,_Intent_and_Behaviour_0.json"
ministral,"Identity,_Intent_and_Behaviour",brunet,12.37209,"metrics_output_ministral_Identity,_Intent_and_Behaviour_0.json"
ministral,"Identity,_Intent_and_Behaviour",honore,839.17306,"metrics_output_ministral_Identity,_Intent_and_Behaviour_0.json"
ministral,"Identity,_Intent_and_Behaviour",ttr,0.69737,"metrics_output_ministral_Identity,_Intent_and_Behaviour_0.json"
ministral,"Identity,_Intent_and_Behaviour",gunning_fox,18.45489,"metrics_output_ministral_Identity,_Intent_and_Behaviour_0.json"
ministral,"Identity,_Intent_and_Behaviour",flesch,44.92775,"metrics_output_ministral_Identity,_Intent_and_Behaviour_1.json"
ministral,"Identity,_Intent_and_Behaviour",sentences_per_paragraph,1.63158,"metrics_output_ministral_Identity,_Intent_and_Behaviour_1.json"
ministral,"Identity,_Intent_and_Behaviour",syllables_per_content_word,2.73016,"metrics_output_ministral_Identity,_Intent_and_Behaviour_1.json"
ministral,"Identity,_Intent_and_Behaviour",words_per_sentence,11.48387,"metrics_output_ministral_Identity,_Intent_and_Behaviour_1.json"
ministral,"Identity,_Intent_and_Behaviour",noun_ratio,0.51685,"metrics_output_ministral_Identity,_Intent_and_Behaviour_1.json"
ministral,"Identity,_Intent_and_Behaviour",cw_freq_brwac,3.15834,"metrics_output_ministral_Identity,_Intent_and_Behaviour_1.json"
ministral,"Identity,_Intent_and_Behaviour",brunet,11.76808,"metrics_output_ministral_Identity,_Intent_and_Behaviour_1.json"
ministral,"Identity,_Intent_and_Behaviour",honore,911.90713,"metrics_output_ministral_Identity,_Intent_and_Behaviour_1.json"
ministral,"Identity,_Intent_and_Behaviour",ttr,0.73023,"metrics_output_ministral_Identity,_Intent_and_Behaviour_1.json"
ministral,"Identity,_Intent_and_Behaviour",gunning_fox,19.31265,"metrics_output_ministral_Identity,_Intent_and_Behaviour_1.json"
ministral,"Identity,_Intent_and_Behaviour",flesch,39.55511,"metrics_output_ministral_Identity,_Intent_and_Behaviour_2.json"
ministral,"Identity,_Intent_and_Behaviour",sentences_per_paragraph,1.09091,"metrics_output_ministral_Identity,_Intent_and_Behaviour_2.json"
ministral,"Identity,_Intent_and_Behaviour",syllables_per_content_word,2.53713,"metrics_output_ministral_Identity,_Intent_and_Behaviour_2.json"
ministral,"Identity,_Intent_and_Behaviour",words_per_sentence,20.66667,"metrics_output_ministral_Identity,_Intent_and_Behaviour_2.json"
ministral,"Identity,_Intent_and_Behaviour",noun_ratio,0.66801,"metrics_output_ministral_Identity,_Intent_and_Behaviour_2.json"
ministral,"Identity,_Intent_and_Behaviour",cw_freq_brwac,2.6847,"metrics_output_ministral_Identity,_Intent_and_Behaviour_2.json"
ministral,"Identity,_Intent_and_Behaviour",brunet,13.29131,"metrics_output_ministral_Identity,_Intent_and_Behaviour_2.json"
ministral,"Identity,_Intent_and_Behaviour",honore,724.02907,"metrics_output_ministral_Identity,_Intent_and_Behaviour_2.json"
ministral,"Identity,_Intent_and_Behaviour",ttr,0.65628,"metrics_output_ministral_Identity,_Intent_and_Behaviour_2.json"
ministral,"Identity,_Intent_and_Behaviour",gunning_fox,24.23441,"metrics_output_ministral_Identity,_Intent_and_Behaviour_2.json"
ministral,"Identity,_Intent_and_Behaviour",flesch,60.20335,"metrics_output_ministral_Identity,_Intent_and_Behaviour_3.json"
ministral,"Identity,_Intent_and_Behaviour",sentences_per_paragraph,2.70833,"metrics_output_ministral_Identity,_Intent_and_Behaviour_3.json"
ministral,"Identity,_Intent_and_Behaviour",syllables_per_content_word,2.58761,"metrics_output_ministral_Identity,_Intent_and_Behaviour_3.json"
ministral,"Identity,_Intent_and_Behaviour",words_per_sentence,10.93846,"metrics_output_ministral_Identity,_Intent_and_Behaviour_3.json"
ministral,"Identity,_Intent_and_Behaviour",noun_ratio,0.4993,"metrics_output_ministral_Identity,_Intent_and_Behaviour_3.json"
ministral,"Identity,_Intent_and_Behaviour",cw_freq_brwac,3.17235,"metrics_output_ministral_Identity,_Intent_and_Behaviour_3.json"
ministral,"Identity,_Intent_and_Behaviour",brunet,12.70123,"metrics_output_ministral_Identity,_Intent_and_Behaviour_3.json"
ministral,"Identity,_Intent_and_Behaviour",honore,855.56088,"metrics_output_ministral_Identity,_Intent_and_Behaviour_3.json"
ministral,"Identity,_Intent_and_Behaviour",ttr,0.71242,"metrics_output_ministral_Identity,_Intent_and_Behaviour_3.json"
ministral,"Identity,_Intent_and_Behaviour",gunning_fox,18.27131,"metrics_output_ministral_Identity,_Intent_and_Behaviour_3.json"
ministral,"Identity,_Intent_and_Behaviour",flesch,53.46839,"metrics_output_ministral_Identity,_Intent_and_Behaviour_4.json"
ministral,"Identity,_Intent_and_Behaviour",sentences_per_paragraph,1.35294,"metrics_output_ministral_Identity,_Intent_and_Behaviour_4.json"
ministral,"Identity,_Intent_and_Behaviour",syllables_per_content_word,2.57384,"metrics_output_ministral_Identity,_Intent_and_Behaviour_4.json"
ministral,"Identity,_Intent_and_Behaviour",words_per_sentence,15.47826,"metrics_output_ministral_Identity,_Intent_and_Behaviour_4.json"
ministral,"Identity,_Intent_and_Behaviour",noun_ratio,0.4691,"metrics_output_ministral_Identity,_Intent_and_Behaviour_4.json"
ministral,"Identity,_Intent_and_Behaviour",cw_freq_brwac,3.49367,"metrics_output_ministral_Identity,_Intent_and_Behaviour_4.json"
ministral,"Identity,_Intent_and_Behaviour",brunet,11.55271,"metrics_output_ministral_Identity,_Intent_and_Behaviour_4.json"
ministral,"Identity,_Intent_and_Behaviour",honore,831.27887,"metrics_output_ministral_Identity,_Intent_and_Behaviour_4.json"
ministral,"Identity,_Intent_and_Behaviour",ttr,0.73669,"metrics_output_ministral_Identity,_Intent_and_Behaviour_4.json"
ministral,"Identity,_Intent_and_Behaviour",gunning_fox,20.01153,"metrics_output_ministral_Identity,_Intent_and_Behaviour_4.json"
ministral,"Identity,_Intent_and_Behaviour",flesch,50.10731,"metrics_output_ministral_Identity,_Intent_and_Behaviour_5.json"
ministral,"Identity,_Intent_and_Behaviour",sentences_per_paragraph,2.64706,"metrics_output_ministral_Identity,_Intent_and_Behaviour_5.json"
ministral,"Identity,_Intent_and_Behaviour",syllables_per_content_word,2.69818,"metrics_output_ministral_Identity,_Intent_and_Behaviour_5.json"
ministral,"Identity,_Intent_and_Behaviour",words_per_sentence,8.57778,"metrics_output_ministral_Identity,_Intent_and_Behaviour_5.json"
ministral,"Identity,_Intent_and_Behaviour",noun_ratio,0.52332,"metrics_output_ministral_Identity,_Intent_and_Behaviour_5.json"
ministral,"Identity,_Intent_and_Behaviour",cw_freq_brwac,3.34379,"metrics_output_ministral_Identity,_Intent_and_Behaviour_5.json"
ministral,"Identity,_Intent_and_Behaviour",brunet,11.94864,"metrics_output_ministral_Identity,_Intent_and_Behaviour_5.json"
ministral,"Identity,_Intent_and_Behaviour",honore,885.57735,"metrics_output_ministral_Identity,_Intent_and_Behaviour_5.json"
ministral,"Identity,_Intent_and_Behaviour",ttr,0.69979,"metrics_output_ministral_Identity,_Intent_and_Behaviour_5.json"
ministral,"Identity,_Intent_and_Behaviour",gunning_fox,18.7679,"metrics_output_ministral_Identity,_Intent_and_Behaviour_5.json"
ministral,"Identity,_Intent_and_Behaviour",flesch,38.61404,"metrics_output_ministral_Identity,_Intent_and_Behaviour_6.json"
ministral,"Identity,_Intent_and_Behaviour",sentences_per_paragraph,1.27083,"metrics_output_ministral_Identity,_Intent_and_Behaviour_6.json"
ministral,"Identity,_Intent_and_Behaviour",syllables_per_content_word,2.78901,"metrics_output_ministral_Identity,_Intent_and_Behaviour_6.json"
ministral,"Identity,_Intent_and_Behaviour",words_per_sentence,13.01639,"metrics_output_ministral_Identity,_Intent_and_Behaviour_6.json"
ministral,"Identity,_Intent_and_Behaviour",noun_ratio,0.46096,"metrics_output_ministral_Identity,_Intent_and_Behaviour_6.json"
ministral,"Identity,_Intent_and_Behaviour",cw_freq_brwac,3.66853,"metrics_output_ministral_Identity,_Intent_and_Behaviour_6.json"
ministral,"Identity,_Intent_and_Behaviour",brunet,13.88102,"metrics_output_ministral_Identity,_Intent_and_Behaviour_6.json"
ministral,"Identity,_Intent_and_Behaviour",honore,689.62118,"metrics_output_ministral_Identity,_Intent_and_Behaviour_6.json"
ministral,"Identity,_Intent_and_Behaviour",ttr,0.67911,"metrics_output_ministral_Identity,_Intent_and_Behaviour_6.json"
ministral,"Identity,_Intent_and_Behaviour",gunning_fox,18.95971,"metrics_output_ministral_Identity,_Intent_and_Behaviour_6.json"
ministral,"Identity,_Intent_and_Behaviour",flesch,52.56651,"metrics_output_ministral_Identity,_Intent_and_Behaviour_7.json"
ministral,"Identity,_Intent_and_Behaviour",sentences_per_paragraph,2.15094,"metrics_output_ministral_Identity,_Intent_and_Behaviour_7.json"
ministral,"Identity,_Intent_and_Behaviour",syllables_per_content_word,2.71978,"metrics_output_ministral_Identity,_Intent_and_Behaviour_7.json"
ministral,"Identity,_Intent_and_Behaviour",words_per_sentence,12.40351,"metrics_output_ministral_Identity,_Intent_and_Behaviour_7.json"
ministral,"Identity,_Intent_and_Behaviour",noun_ratio,0.40665,"metrics_output_ministral_Identity,_Intent_and_Behaviour_7.json"
ministral,"Identity,_Intent_and_Behaviour",cw_freq_brwac,3.7699,"metrics_output_ministral_Identity,_Intent_and_Behaviour_7.json"
ministral,"Identity,_Intent_and_Behaviour",brunet,14.34199,"metrics_output_ministral_Identity,_Intent_and_Behaviour_7.json"
